,Precio,Marca,Modelo,Año,Color,Tipo_de_combustible,Puertas,Transmision,Motor,Tipo_de_carroceria,Km
50,"325,000",Volkswagen,Crossgolf,2017,Blanco,Gasolina,5,Automática,1.4,Furgoneta,73528 km
51,"499,900",Ford,Transit,2018,Blanco,Gasolina,4,Automática,3.7,Furgoneta,64264 km
52,"419,000",Ford,Transit,2017,Blanco,Gasolina,4,Automática,3.8,Furgoneta,65500 km
53,"339,900",Volkswagen,Caddy,2018,Blanco,Gasolina,5,Manual,1.6,Furgoneta,35600 km
54,"194,900",Peugeot,Partner,2017,Blanco,Diésel,5,Manual,1.6,Furgoneta,65000 km
55,"659,000",RAM,Promaster,2019,Blanco,Gasolina,2,Automática,3.7,Furgoneta,61000 km
56,"439,000",Toyota,Hiace,2019,Blanco,Gasolina,2,Manual,2.7,Furgoneta,44615 km
57,"290,000",Peugeot,Partner,2018,Blanco,Diésel,2,Manual,1.6,Furgoneta,88487 km
58,"419,000",Ford,Transit,2017,Blanco,Gasolina,4,Automática,3.8,Furgoneta,64202 km
59,"926,900",Buick,Envision,2022,Marrón,Gasolina,5,Automática,4 turbo,Furgoneta,0 km
60,"620,000",Ford,Transit,2020,Blanco,Gasolina,4,Automática,3.8,Furgoneta,29705 km
61,"620,000",Ford,Transit,2020,Blanco,Gasolina,4,Automática,3.8,Furgoneta,23667 km
62,"428,000",Ford,Transit,2017,Blanco,Gasolina,4,Automática,3.7,Furgoneta,65842 km
63,"428,000",Ford,Transit,2017,Blanco,Gasolina,4,Automática,3.7,Furgoneta,62933 km
64,"257,800",Peugeot,Partner,2017,Plateado,Diésel,5,Manual,1.6,Furgoneta,132500 km
65,"479,000",RAM,Promaster,2019,Blanco,Gasolina,2,Automática,3.7,Furgoneta,44000 km
66,"1,510,000",Ford,E-TRANSIT,2022,Blanco,Eléctrico,4,Automática,266HP,Furgoneta,0 km
67,"1,521,000",Ford,F-350,2021,Blanco,Gasolina,2,Automática,6.3,Furgoneta,964 km
68,"365,000",RAM,Promaster,2017,Blanco,Gasolina,4,Automática,3.6,Minivan,62340 km
69,"729,000",Honda,Odyssey,2018,Blanco,Gasolina,5,Automática,3.5,Minivan,51535 km
70,"650,000",Honda,Odyssey,2018,Azul,Gasolina,5,Automática,3.5,Minivan,59114 km
71,"665,000",Kia,Sedona,2019,Blanco,Gasolina,5,Automática,6 cil,Minivan,20700 km
72,"709,000",Honda,Odyssey,2018,Dorado oscuro,Gasolina,5,Automática,3.5,Minivan,25500 km
73,"319,000",Chrysler,Town & Country,2016,Plateado,Gasolina,5,Automática,4 cilindros - 6 velocidades - 4 válvulas,Minivan,75000 km
74,"459,000",Kia,Sedona,2019,Plateado,Gasolina,5,Automática,6 cilindros - 6 velocidades - -1 hp - 4 válvulas,Minivan,45925 km
75,"375,000",Nissan,Pathfinder,2015,Blanco,Gasolina,5,Automática,6 cilindros - SPPEDS-6 velocidades - 260 hp - 4 válvulas,Minivan,60946 km
76,"670,000",Honda,Odyssey,2018,Gris,Gasolina,5,Automática,6 cilindros - 280 hp - 4 válvulas,Minivan,50604 km
77,"657,000",Toyota,Sienna,2019,Negro,Gasolina,5,Automática,6 cilindros - 8 velocidades - 296 hp - 4 válvulas,Minivan,45098 km
78,"263,000",Toyota,Avanza,2019,Blanco,Gasolina,5,Manual,4 cilindros - 5 velocidades - 102 hp - 4 válvulas,Minivan,60808 km
79,"315,000",Toyota,Sienna,2012,Blanco,Gasolina,5,Automática,6 cilindros - 6 velocidades - 266 hp - 4 válvulas,Minivan,83874 km
80,"639,000",BMW,X2,2018,Azul,Gasolina,5,Automática,2.0,Minivan,44000 km
81,"259,000",Honda,Odyssey,2013,Gris,Gasolina,5,Automática,6 cilindros - 5 velocidades - 4 válvulas,Minivan,134025 km
82,"449,000",Honda,Pilot,2016,Azul,Gasolina,5,Automática,6 cilindros - 6 velocidades - 280 hp - 4 válvulas,Minivan,106997 km
83,"507,000",Toyota,Sienna,2017,Blanco,Gasolina,5,Automática,6 cilindros - 8 velocidades - 296 hp - 4 válvulas,Minivan,48093 km
84,"199,000",Dodge,Grand Caravan,2011,Plateado,Gasolina,5,Automática,3.6,Minivan,96000 km
85,"699,000",Honda,Odyssey,2016,Blanco,Gasolina,5,Automática,6 cilindros - 6 velocidades - 4 válvulas,Minivan,54876 km
86,"749,000",Kia,Sedona,2020,Plateado,Gasolina,5,Automática,3.3,Minivan,8000 km
87,"257,000",Toyota,Avanza,2018,Negro,Gasolina,5,Manual,4 cilindros - 5 velocidades - 102 hp - 4 válvulas,Minivan,49150 km
88,"730,000",Honda,Odyssey,2019,Blanco,Gasolina,5,Automática,6 cilindros - SPPEDS-5 velocidades - 4 válvulas,Minivan,43188 km
89,"449,000",Toyota,Sienna,2016,Plateado,Gasolina,5,Automática,6 cilindros - 6 velocidades - 4 válvulas,Minivan,143266 km
90,"339,000",Dodge,Grand Caravan,2019,Blanco,Gasolina,5,Automática,6 cilindros - 6 velocidades - 4 válvulas,Minivan,52583 km
91,"293,000",Honda,CR-V,2014,Blanco,Gasolina,3,Automática,Minivan,139419 km,
92,"348,000",Dodge,Grand Caravan,2018,Plateado,Gasolina,5,Automática,6 cilindros - 6 velocidades - 4 válvulas,Minivan,75220 km
93,"469,000",Toyota,Sienna,2019,Gris,Gasolina,5,Automática,6 cilindros - SPPEDS-6 velocidades - VALVES-0 válvulas,Minivan,89412 km
94,"240,000",Fiat,500,2015,Rojo,Gasolina,5,Automática,4 cilindros - 6 velocidades - 160 hp - 4 válvulas,Minivan,42031 km
95,"339,000",Dodge,Grand Caravan,2019,Plateado,Gasolina,5,Automática,6 cilindros - 6 velocidades - 4 válvulas,Minivan,58313 km
96,"399,990",Dodge,Grand Caravan,2019,PLATA,Gasolina,4,Automática,3.6,Minivan,111339 km
97,"549,000",Kia,Sedona,2019,Blanco,Gasolina,5,Automática,6 cilindros - 6 velocidades - 0 hp - 4 válvulas,Minivan,35670 km
98,"690,000",Honda,Odyssey,2018,Gris,Gasolina,5,Automática,3.5,Minivan,66569 km
99,"349,000",Kia,Soul,2020,Gris,Gasolina,5,Automática,4 cilindros - SPPEDS-5 velocidades - 4 válvulas,Minivan,19206 km
100,"360,000",Honda,Odyssey,2015,Plateado,Gasolina,5,Automática,6 cilindros - 6 velocidades - 250 hp - 4 válvulas,Minivan,99317 km
101,"433,000",Dodge,Grand Caravan,2019,Plateado,Gasolina,5,Automática,6 cilindros - 6 velocidades - 283 hp - 4 válvulas,Minivan,74525 km
102,"750,000",Chrysler,Pacifica,2019,Gris,Gasolina,5,Automática,3.6L,Minivan,32404 km
103,"669,900",Kia,Sedona,2020,Azul,Gasolina,5,Automática,V6,Minivan,16471 km
104,"669,000",Chrysler,Pacifica,2018,Blanco,Gasolina,5,Automática,6 cilindros - 9 velocidades - 4 válvulas,Minivan,37731 km
105,"300,000",Suzuki,Ertiga,2020,Blanco,Gasolina,4,Manual,1.5,Minivan,26201 km
106,"650,000",Honda,Odyssey,2018,otro,Gasolina,5,Automática,6 cilindros - 280 hp - 4 válvulas,Minivan,78278 km
107,"243,000",Toyota,Sienna,2011,Plateado,Gasolina,5,Automática,6 cilindros - 6 velocidades - 266 hp - 4 válvulas,Minivan,99834 km
108,"340,000",GMC,Acadia,2012,Blanco,Gasolina,5,Automática,3.6,Minivan,71500 km
109,"389,000",Honda,Odyssey,2014,Blanco,Gasolina,5,Automática,6 cilindros - 6 velocidades - 250 hp - 4 válvulas,Minivan,112700 km
110,"819,000",Toyota,Sienna,2020,Blanco,Gasolina,5,Automática,6 cilindros - 8 velocidades - 4 válvulas,Minivan,13846 km
111,"610,000",Toyota,Sienna,2020,Ocre,Gasolina,5,Automática,6 cilindros - 8 velocidades - 296 hp - 4 válvulas,Minivan,24118 km
112,"85,000",Chrysler,PT Cruiser,2009,Plateado,Gasolina,5,Automática,4 cilindros - 5 velocidades - 150 hp - 4 válvulas,Minivan,125000 km
113,"320,000",Chrysler,Town & Country,2016,Blanco,Gasolina,5,Automática,6 cilindros - 6 velocidades - 283 hp - 4 válvulas,Minivan,103000 km
114,"495,000",Toyota,Sienna,2018,Plateado,Gasolina,5,Automática,3.5,Minivan,56487 km
115,"379,900",Chrysler,Grand voyager,2019,Blanco,Gasolina,5,Automática,00,Minivan,106079 km
116,"357,000",Mini,Cooper,2017,Azul,Gasolina,3,Automática,1.5,Hatchback,45000 km
117,"228,000",Volkswagen,Vento,2018,Blanco,Gasolina,4,Automática,1.6,Sedán,50252 km
118,"393,000",Toyota,Otros modelos,2019,Azul,Gasolina,5,Automática,2.0,SUV,48983 km
119,"380,000",Ford,Ecosport,2020,Azul,Gasolina,5,Automática,2.0,SUV,18035 km
120,"326,000",Volkswagen,Jetta,2018,Azul,Gasolina,4,Automática,2.5,Sedán,74278 km
121,"368,000",Honda,HR-V,2018,Azul marino,Gasolina,5,Automática,1.8,SUV,27608 km
122,"254,000",Chevrolet,Trax,2016,Naranja,Gasolina,5,Automática,1.8,SUV,109514 km
123,"424,000",Toyota,Tacoma,2014,Blanco,Gasolina,4,Automática,4.0,Pick-Up,113144 km
124,"290,000",Kia,Sportage,2016,Negro,Gasolina,5,Automática,2.0,SUV,86919 km
125,"340,000",Volkswagen,CC,2017,Negro,Gasolina,4,Automática,2.0,Sedán,46210 km
126,"236,000",Chevrolet,Trax,2016,Plateado,Gasolina,5,Manual,1.8,SUV,29625 km
127,"430,000",BMW,Serie 3,2017,Plateado,Gasolina,4,Automática,2.0,Sedán,48334 km
128,"635,000",Ford,Explorer,2018,Plateado,Gasolina,5,Manual,4.0,SUV,42526 km
129,"263,000",Renault,Duster,2018,Rojo,Gasolina,5,Manual,2.0,SUV,54570 km
130,"486,000",Honda,Accord,2018,Gris,Gasolina,4,Manual,2.0,Coupé,28087 km
131,"340,000",BMW,X3,2014,Azul,Gasolina,5,Automática,2.0,SUV,94382 km
132,"297,000",Toyota,Yaris,2019,Rojo,Gasolina,4,Automática,1.5,Sedán,31421 km
133,"346,900",Chevrolet,Onix,2022,Blanco,Gasolina,4,Manual,1.0,Sedán,50 km
134,"563,999",Cadillac,XT5,2018,Negro,Gasolina,5,Automática,3.7,SUV,89560 km
135,"365,000",Hyundai,Creta,2020,Gris,Gasolina,5,Automática,1.6,SUV,9369 km
136,"356,000",Chevrolet,Onix,2022,Blanco,Gasolina,4,Manual,1.0,Sedán,50 km
137,"346,900",Chevrolet,Onix,2022,Blanco,Gasolina,4,Manual,1.0,Sedán,50 km
138,"339,000",Volkswagen,Golf,2017,Plateado,Gasolina,5,Automática,1.4,Hatchback,74234 km
139,"198,000",Nissan,Versa,2017,Plateado,Gasolina,4,Automática,1.6,Sedán,55833 km
140,"346,000",Chevrolet,Onix,2022,Plateado,Gasolina,4,Manual,1.0,Sedán,50 km
141,"200,000",Renault,Logan,2019,Rojo,Gasolina,4,Automática,1.6,Sedán,76566 km
142,"459,000",Toyota,Camry,2019,Plateado,Gasolina,4,Automática,2.5,Sedán,35367 km
143,"470,000",Hyundai,Tucson,2019,Plateado,Gasolina,5,Automática,2.4,SUV,16534 km
144,"455,000",BMW,Serie 3,2017,Plateado,Gasolina,4,Automática,2.0,Sedán,63290 km
145,"179,000",Chevrolet,Sonic,2016,Negro,Gasolina,4,Manual,1.6,Sedán,78764 km
146,"223,000",Chevrolet,Aveo,2020,Azul,Gasolina,4,Manual,1.6,Sedán,22106 km
147,"350,000",Chevrolet,Cavalier,2022,Blanco,Gasolina,4,Automática,1.3,Sedán,50 km
148,"480,000",RAM,Promaster,2019,Blanco,Gasolina,4,Automática,3.7,Van,55666 km
149,"480,000",RAM,Promaster,2019,Blanco,Gasolina,4,Automática,3.7,Van,44743 km
150,"659,000",Honda,CR-V,2020,Gris oscuro,Gasolina,5,Automática,1.5,SUV,3465 km
151,"485,000",Honda,CR-V,2017,Negro,Gasolina,5,Automática,1.5,SUV,81764 km
152,"259,000",SEAT,Toledo,2016,Azul,Gasolina,4,Manual,1.2,Sedán,84991 km
153,"219,000",Volkswagen,Vento,2015,Beige,Gasolina,4,Automática,1.6,Sedán,32945 km
154,"210,000",Ford,Fiesta,2016,Negro,Gasolina,4,Automática,1.6,Hatchback,102406 km
155,"580,000",Chevrolet,Cheyenne,2014,Blanco,Gasolina,4,Automática,5.3,Pick-Up,98588 km
156,"221,400",Ford,Escape,2014,Blanco,Gasolina,5,Automática,2.5,SUV,85324 km
157,"253,000",Ford,Edge,2013,Gris,Gasolina,5,Automática,3.5,SUV,98637 km
158,"714,000",Alfa Romeo,Giulia,2017,Negro,Gasolina,4,Automática,2.0,Sedán,8335 km
159,"357,000",Honda,BR-V,2018,Blanco,Gasolina,5,Automática,1.5,SUV,21227 km
160,"350,000",Honda,Civic,2018,Negro,Gasolina,4,Automática,1.5,Sedán,130930 km
161,"258,000",Toyota,Avanza,2017,Negro,Gasolina,4,Automática,1.5,Sedán,76819 km
162,"268,000",Nissan,Altima,2016,Plateado,Gasolina,4,Automática,3.5,Sedán,58052 km
163,"214,000",Volkswagen,Tiguan,2011,Plateado,Gasolina,5,Automática,2.0,SUV,99846 km
164,"188,000",Volkswagen,Jetta,2011,Negro,Diésel,4,Automática,2.0,Sedán,92700 km
165,"440,000",Mercedes-Benz,Sprinter,2017,Amarillo,Diésel,4,Manual,4,Van,94246 km
166,"430,000",Mercedes-Benz,Sprinter,2017,Amarillo,Diésel,4,Manual,4,Van,92246 km
167,"430,000",Mercedes-Benz,Sprinter,2017,Amarillo,Diésel,4,Manual,4,Van,97220 km
168,"669,900",Nissan,NP300 Frontier,2020,Plateado,Diésel,2,Automática,2.5,Pick-Up,56000 km
169,"1,050,000",Ford,F-250,2020,Blanco,Diésel,4,Automática,6.7,Pick-Up,80000 km
170,"1,889,000",Volkswagen,AMAROK V6 BLINDADA NIVEL 4 2012,2021,Negro,Diésel,4,Automática,V6,Pick-Up,10000 km
171,"279,000",Mitsubishi,L200,2015,Blanco,Diésel,4,Manual,4 cilindros - SPPEDS-5 velocidades - VALVES-0 válvulas,Pick-Up,91200 km
172,"430,000",Ford,F-450,2011,Rojo,Diésel,2,Automática,6.7,Camión ligero,31668 km
173,"445,000",Mercedes Benz Comerciales,Sprinter Cargo Van,2017,Blanco,Diésel,3,Manual,2.5,Van,93000 km
174,"385,000",Volkswagen,Amarok,2017,Blanco,Diésel,4,Manual,2.0,Pick-Up,48840 km
175,"445,000",Mercedes-Benz,SPRINTER CARGO VAN,2017,Blanco,Diésel,3,Manual,2.5,Van,93000 km
176,"445,000",Mercedes Benz Comerciales,Sprinter Cargo Van,2017,Blanco,Diésel,3,Manual,2.5,Van,93000 km
177,"215,000",Peugeot,301,2018,Blanco,Diésel,4,Manual,1.6,Sedán,50000 km
178,"229,000",Peugeot,Partner,2017,Blanco,Diésel,5,Manual,4 cilindros - 5 velocidades - 89 hp - 4 válvulas,Van,230000 km
179,"699,000",Volkswagen,Crafter,2017,Blanco,Diésel,3,Manual,2.0,Furgoneta,125205 km
180,"185,500",Hyundai,H100 WAGON,2012,Blanco,Diésel,5,Manual,2.5 turbo disel,Furgoneta,123000 km
181,"245,000",Peugeot,Partner Tepee,2017,Blanco,Diésel,2,Manual,1.6,Van,71916 km
182,"410,000",Mercedes-Benz,Sprinter,2017,Blanco,Diésel,4,Automática,Camión ligero,140000 km,
183,"490,000",Volkswagen,Touareg,2015,Blanco,Diésel,5,Automática,SUV,86100 km,
184,"215,000",Volkswagen,Jetta,2014,Diésel,4,Automática,2.0,Sedán,80000 km,
185,"895,000",Volkswagen,Touareg,2013,Plateado,Diésel,5,Automática,3.0,SUV,58000 km
186,"450,000",Nissan,NP300 Frontier,2018,Diésel,2,Automática,2.5,Pick-Up,55300 km,
187,"385,000",Volkswagen,Amarok,2017,Blanco,Diésel,4,Manual,2.0,Pick-Up,48837 km
188,"505,000",Mitsubishi,L200,2020,Blanco,Diésel,3,Manual,Pick-Up,38934 km,
189,"1,950,000",Hummer,H1,1997,Blanco,Diésel,3,Automática,SUV,74482 km,
190,"365,000",Mercedes-Benz,Sprinter,2017,Amarillo,Diésel,4,Manual,2.0,Van,99651 km
191,"194,900",Peugeot,Partner,2017,Blanco,Diésel,5,Manual,1.6,Furgoneta,65000 km
192,"679,000",Mitsubishi,L200,2022,Plateado,Diésel,4,Automática,2.5 L,Pick-Up,10000 km
193,"299,990",Nissan,Urvan,2017,Blanco,Diésel,3,Manual,2.5,Van,48000 km
194,"290,000",Peugeot,Partner,2018,Blanco,Diésel,2,Manual,1.6,Furgoneta,88487 km
195,"798,000",JAC,Sunray pasajeros,2022,Diésel,5,Manual,2.8 l,Vagoneta,0 km,
196,"648,000",Nissan,NP300 Frontier,2020,Plateado,Diésel,2,Automática,2.5,Pick-Up,56000 km
197,"257,800",Peugeot,Partner,2017,Plateado,Diésel,5,Manual,1.6,Furgoneta,132500 km
198,"249,900",Peugeot,301,2021,Plateado,Diésel,4,Manual,4 CIL,25000 km,
199,"348,000",Nissan,Urvan,2018,Blanco,Diésel,3,Manual,2.5,Van,107800 km
200,"409,900",Volkswagen,Amarok,2017,Blanco,Diésel,4,Manual,2.0,Pick-Up,73000 km
201,"479,990",Nissan,Frontier,2018,Blanco,Diésel,4,Manual,2.5L,Pick-Up,84668 km
202,"479,990",Nissan,NP300,2018,Blanco,Diésel,4,Manual,2.0,Pick-Up,84679 km
203,"2,100,000",Mercedes-Benz,Sprinter,2019,Gris,Diésel,3,Manual,2.0,Furgoneta,14727 km
204,"299,900",Volkswagen,Transporter,2016,Gris,Diésel,4,Manual,4 cilindros - 5 velocidades - 102 hp - 2 válvulas,Van,135000 km
205,"1,689,000",Toyota,Hilux,2020,Azul,Diésel,4,Automática,2.8,Pick-Up,8000 km
206,"539,000",Volkswagen,Amarok,2017,Blanco,Diésel,4,Automática,2.0,Pick-Up,130000 km
207,"388,000",Ford,Transit,2018,Blanco,Diésel,2,Manual,2.2,Furgoneta,137000 km
208,"288,000",Ford,Transit,2016,Diésel,2,Manual,2.2,Furgoneta,230000 km,
209,"1,389,000",Toyota,Hilux,2018,Gris,Diésel,4,Automática,2.8,Pick-Up,30000 km
210,"490,000",Mitsubishi,L200,2020,Azul,Diésel,4,Manual,2.5,Pick-Up,89933 km
211,"209,000",Peugeot,Partner,2016,Blanco,Diésel,4,Manual,1.6,Furgoneta,154629 km
212,"285,000",Toyota,Prius,2017,Azul,Eléctrico,5,Automática,4 cilindros - 121 hp - 4 válvulas,Hatchback,158512 km
213,"375,000",Toyota,Prius,2018,Plateado,Eléctrico,5,Automática,4 cilindros - 121 hp - 4 válvulas,Hatchback,17019 km
214,"847,000",BMW,X5,2018,Blanco,Eléctrico,5,Automática,4 cilindros - 8 velocidades - 313 hp - 4 válvulas,SUV,26000 km
215,"357,000",Ford,Fusion,2017,Plateado,Eléctrico,4,Automática,4 cilindros - 6 velocidades - 188 hp - 4 válvulas,Sedán,65789 km
216,"3,347,450",Audi,RS e-tron,2022,Gris,Eléctrico,5,Automática,475 kW,Sedán,0 km
217,"1,545,000",Volvo,XC90,2021,Azul,Eléctrico,5,Automática,4 cilindros - 8 velocidades - 405 hp - 4 válvulas,SUV,2249 km
218,"1,550,700",BMW,i4,2022,Gris,Eléctrico,5,Automática,ELECTRICO,Coupé,0 km
219,"835,000",BMW,i3,2020,Azul,Eléctrico,3,Automática,3 cilindros - 1 velocidades - VALVES-0 válvulas,Hatchback,34681 km
220,"684,900",BMW,i3,2019,Gris,Eléctrico,5,Automática,Eléctrico,18395 km,
221,"1,249,900",Tesla,Model 3,2021,Gris,Eléctrico,5,Automática,ALCANCE 568 KM ACELERACION 0-100 4.4 SEG,Coupé,9000 km
222,"394,100",Ford,Fusion,2018,Gris,Eléctrico,4,Automática,4 cilindros - 188 hp - 4 válvulas,Sedán,40318 km
223,"809,900",Mini,Cooper S,2021,Negro,Eléctrico,3,Automática,2.0,Hatchback,19 km
224,"927,375",Mini,Cooper,2022,Negro,Eléctrico,3,Automática,135 kwH/ 184 hp,Hatchback,690 km
225,"779,900",BMW,i3,2019,Negro,Eléctrico,3,Automática,Hatchback,28000 km,
226,"3,400,000",Porsche,Otros modelos,2021,Blanco,Eléctrico,4,Automática,-,Sedán,7375 km
227,"1,510,000",Ford,E-TRANSIT,2022,Blanco,Eléctrico,4,Automática,266HP,Furgoneta,0 km
228,"730,000",Chevrolet,Suburban,2013,Negro,Eléctrico,5,Automática,8,Van,53000 km
229,"375,000",Ford,Fusion,2018,Negro,Eléctrico,4,Automática,4 cilindros - 188 hp - 4 válvulas,Sedán,60712 km
230,"1,098,000",Tesla,Otros Modelos,2018,Negro,Eléctrico,5,Automática,Variable velocidades -,Sedán,106000 km
231,"705,000",Audi,A4,2021,Plateado,Eléctrico,4,Automática,4 cilindros - 7 velocidades - 190 hp - 4 válvulas,Sedán,33922 km
232,"850,000",BMW,i3,2020,Eléctrico,5,Automática,360v,Hatchback,15000 km,
233,"885,000",BMW,i3,2020,Blanco,Eléctrico,3,Automática,0.6,Hatchback,12000 km
234,"885,000",BMW,i3,2020,Blanco,Eléctrico,3,Automática,0.6,Hatchback,12000 km
235,"885,000",BMW,i3,2020,Blanco,Eléctrico,3,Automática,0.6,Hatchback,12000 km
236,"885,000",BMW,i3,2020,Blanco,Eléctrico,3,Automática,0.6,Hatchback,12000 km
237,"540,000",BMW,i3,2017,Negro,Eléctrico,3,Automática,170Hp,Hatchback,32000 km
238,"480,000",Honda,Insight,2019,Blanco,Eléctrico,4,Automática,4 cilindros - 151 hp - 4 válvulas,Sedán,96000 km
239,"2,930,000",Tesla,Model X,2019,Blanco,Eléctrico,5,Automática,-,Sedán,4694 km
240,"880,000",BMW,i3,2020,Blanco,Eléctrico,3,Automática,0.6,Hatchback,11500 km
241,"3,409,550",Audi,E-tron,2022,Azul,Eléctrico,5,Automática,93kWh,Sedán,0 km
242,"895,000",Mini,SE,2022,Negro,Eléctrico,3,Automática,Eléctrico,Hatchback,0 km
243,"3,421,650",Audi,Serie RS,2022,Gris,Eléctrico,3,Automática,Sedán,0 km,
244,"1,560,700",BMW,IX3,2022,Blanco,Eléctrico,5,Automática,Eléctrico,Monovolumen,0 km
245,"800,000",BMW,i3,2019,Negro,Eléctrico,3,Automática,0.6,Hatchback,17475 km
246,"1,530,300",BMW,i4,2022,Blanco,Eléctrico,5,Automática,ELECTRICO,Coupé,0 km
247,"950,700",Mini,Cooper,2022,Negro,Eléctrico,3,Automática,motor eléctrico de 184 hp y 199 lb-pie,Hatchback,0 km
