,Precio,Marca,Modelo,Año,Color,Tipo_de_combustible,Puertas,Transmision,Motor,Tipo_de_carroceria,Km
54,"330,000",Nissan,Versa,2020,Naranja oscuro,Gasolina,4,Automática,1.6,Sedán,27740 km
55,"229,900",Nissan,Versa,2017,Plateado,Gasolina,4,Automática,1.6,Sedán,84500 km
56,"250,000",Nissan,Versa,2019,Azul,Gasolina,4,Automática,1.6,Sedán,66359 km
57,"280,000",Nissan,Versa,2021,Azul,Gasolina,4,Manual,1.6,Sedán,29614 km
58,"299,000",Nissan,Versa,2020,Plateado,Gasolina,4,Automática,1.6,Sedán,34338 km
59,"170,000",Nissan,Versa,2016,Plateado,Gasolina,4,Manual,1.6,Sedán,115517 km
60,"235,000",Nissan,Versa,2018,Azul,Gasolina,4,Manual,1.6,Sedán,56420 km
61,"323,000",Nissan,Versa,2020,Gris,Gasolina,4,Automática,1.6,Sedán,42000 km
62,"259,000",Nissan,Versa,2020,Rojo,Gasolina,4,Manual,1.6,Sedán,29341 km
63,"169,900",Nissan,Versa,2014,Gris,Gasolina,4,Automática,1.6,Sedán,83739 km
64,"195,900",Nissan,Versa,2017,Plateado,Gasolina,4,Manual,1.6,Sedán,89442 km
65,"295,000",Nissan,Versa,2020,Rojo,Gasolina,4,Automática,1.6,Sedán,34230 km
66,"275,000",Nissan,Versa,2020,Negro,Gasolina,4,Automática,1.6,Sedán,31268 km
67,"195,000",Nissan,Versa,2018,Blanco,Gasolina,4,Automática,1.6,Sedán,94321 km
68,"297,000",Nissan,Versa,2020,Plateado,Gasolina,4,Automática,4 cilindros - 118 hp - 4 válvulas,Sedán,15000 km
69,"249,000",Nissan,Versa,2019,Blanco,Gasolina,4,Automática,1.6,Sedán,39000 km
70,"245,900",Nissan,Versa,2019,Gris,Gasolina,4,Manual,1.6,Sedán,83430 km
71,"339,000",Nissan,Versa,2020,Plateado,Gasolina,4,Automática,1.6,Sedán,16512 km
72,"309,900",Nissan,Versa,2021,Naranja,Gasolina,4,Manual,1.6,Sedán,16000 km
73,"209,000",Nissan,Versa,2019,Plateado,Gasolina,4,Automática,1.6,Sedán,179234 km
74,"280,000",Nissan,Versa,2020,Blanco,Gasolina,4,Manual,1.6,Sedán,113481 km
75,"239,000",Nissan,Versa,2019,Blanco,Gasolina,4,Automática,4 cilindros - 4 velocidades - 106 hp - 4 válvulas,Sedán,65052 km
76,"299,000",Nissan,Versa,2020,Gris,Gasolina,5,13902 km,,,
77,"315,000",Nissan,Versa,2020,Rojo,Gasolina,4,Automática,1.6,Sedán,28282 km
78,"205,000",Nissan,Versa,2016,Azul,Gasolina,4,Manual,4 cilindros - 5 velocidades - 106 hp - 4 válvulas,Sedán,56485 km
79,"198,000",Nissan,Versa,2017,Azul,Gasolina,4,Manual,4 cilindros - 5 velocidades - 106 hp - 4 válvulas,Sedán,65799 km
80,"179,000",Nissan,Versa,2016,Blanco,Gasolina,4,Automática,1.6,Sedán,63000 km
81,"214,000",Nissan,Versa,2020,Azul,Gasolina,4,Manual,1.6,Sedán,14854 km
82,"213,000",Nissan,Versa,2017,Rojo,Gasolina,4,Automática,1.6,Sedán,55689 km
83,"230,000",Nissan,Versa,2018,Blanco,Gasolina,4,Manual,1.6,Sedán,60000 km
84,"235,000",Nissan,Versa,2020,Blanco,Gasolina,4,Manual,1.6,Sedán,61265 km
85,"236,000",Nissan,Versa,2018,Azul,Gasolina,4,Automática,1.6,Sedán,31638 km
86,"270,000",Nissan,Versa,2019,Gris oscuro,Gasolina,4,Automática,1.6,Sedán,67535 km
87,"205,000",Nissan,Versa,2017,Blanco,Gasolina,4,Automática,1.6,Sedán,53079 km
88,"225,000",Nissan,Versa,2018,Azul,Gasolina,4,Manual,1.6,Sedán,69995 km
89,"239,000",Nissan,Versa,2019,Negro,Gasolina,4,Manual,4 cilindros - 5 velocidades - 4 válvulas,Sedán,24000 km
90,"238,000",Nissan,Versa,2019,Blanco,Gasolina,4,Automática,4 cilindros - 4 velocidades - 106 hp - 4 válvulas,Sedán,46617 km
91,"209,900",Nissan,Versa,2019,Rojo,Gasolina,4,Manual,1.6,Sedán,40000 km
92,"234,000",Nissan,Versa,2019,Gris,Gasolina,4,Manual,1.6,Sedán,21000 km
93,"239,000",Nissan,Versa,2018,Blanco,Gasolina,4,Automática,1.6,Sedán,47993 km
94,"312,000",Nissan,Versa,2020,Naranja,Gasolina,4,Automática,4 cilindros - 118 hp - 4 válvulas,Sedán,39725 km
95,"206,900",Nissan,Versa,2018,Blanco,Gasolina,4,Automática,4 cilindros - 4 velocidades - 106 hp - 4 válvulas,Sedán,39116 km
96,"228,000",Volkswagen,Vento,2018,Blanco,Gasolina,4,Automática,1.6,Sedán,50252 km
97,"219,000",Volkswagen,Vento,2015,Beige,Gasolina,4,Automática,1.6,Sedán,32945 km
98,"242,000",Volkswagen,Vento,2020,Dorado,Gasolina,4,Automática,1.6,Sedán,77283 km
99,"250,000",Volkswagen,Vento,2020,Dorado,Gasolina,4,Manual,1.6,Sedán,39121 km
100,"286,000",Volkswagen,Vento,2020,Rojo,Gasolina,4,Manual,1.6,Sedán,46548 km
101,"229,000",Volkswagen,Vento,2020,Blanco,Gasolina,4,Manual,1.6,Sedán,54195 km
102,"245,000",Volkswagen,Vento,2020,Beige,Gasolina,4,Manual,1.6,Sedán,24265 km
103,"250,000",Volkswagen,Vento,2019,Beige,Gasolina,4,Manual,1.6,Sedán,32359 km
104,"189,000",Volkswagen,Vento,2015,Blanco,Gasolina,4,Automática,1.6,Sedán,85456 km
105,"285,000",Volkswagen,Vento,2020,Azul,Gasolina,4,Automática,1.6,Sedán,75845 km
106,"249,000",Volkswagen,Vento,2020,Rojo,Gasolina,4,Manual,1.6,Sedán,28300 km
107,"199,000",Volkswagen,Vento,2018,Beige,Gasolina,4,Automática,1.6,Sedán,96603 km
108,"235,000",Volkswagen,Vento,2020,Plateado,Gasolina,4,Automática,1.6,Sedán,119483 km
109,"266,000",Volkswagen,Vento,2019,Azul,Gasolina,4,Manual,1.6,Sedán,25000 km
110,"275,000",Volkswagen,Vento,2020,Gris,Gasolina,4,Manual,4 cilindros - SPPEDS-5 velocidades - VALVES-4 válvulas,Sedán,33197 km
111,"264,000",Volkswagen,Vento,2021,Plateado,Gasolina,4,Manual,1.6,Sedán,18954 km
112,"259,000",Volkswagen,Vento,2020,Blanco,Gasolina,4,Manual,4 cilindros - 5 velocidades - 4 válvulas,Sedán,39542 km
113,"259,000",Volkswagen,Vento,2020,Negro,Gasolina,4,Manual,4 cilindros - 5 velocidades - 4 válvulas,Sedán,62139 km
114,"218,000",Volkswagen,Vento,2019,Blanco,Gasolina,4,Manual,4 cilindros - 5 velocidades - 104 hp - 4 válvulas,Sedán,43875 km
115,"228,000",Volkswagen,Vento,2018,Plateado,Gasolina,4,Automática,4 cilindros - 6 velocidades - 104 hp - 4 válvulas,Sedán,81030 km
116,"275,000",Volkswagen,Vento,2021,Plateado,Gasolina,4,Manual,1.6,Sedán,20822 km
117,"216,000",Volkswagen,Vento,2017,Beige,Gasolina,4,Automática,1.6,Sedán,81460 km
118,"229,990",Volkswagen,Vento,2018,BEIGE TITANIO,Gasolina,4,Manual,1.6,Sedán,78018 km
119,"243,800",Volkswagen,Vento,2020,Blanco,Gasolina,4,Manual,1.6,Sedán,17000 km
120,"224,700",Volkswagen,Vento,2019,Azul,Gasolina,4,Manual,1.6,Sedán,32000 km
121,"205,000",Volkswagen,Vento,2018,Blanco,Gasolina,4,Manual,4 cilindros - 5 velocidades - 104 hp - 4 válvulas,Sedán,80000 km
122,"289,000",Volkswagen,Vento,2020,Plateado,Gasolina,4,Manual,1.6L,Sedán,23696 km
123,"233,000",Volkswagen,Vento,2019,Blanco,Gasolina,4,Manual,4 cilindros - 5 velocidades - 104 hp - 4 válvulas,Sedán,59865 km
124,"200,000",Volkswagen,Vento,2017,Blanco,Gasolina,4,Automática,4 cilindros - 6 velocidades - 104 hp - 4 válvulas,Sedán,76243 km
125,"219,000",Volkswagen,Vento,2017,Plateado,Gasolina,4,Automática,4 cilindros - 6 velocidades - 104 hp - 4 válvulas,Sedán,54500 km
126,"199,000",Volkswagen,Vento,2016,Dorado,Gasolina,4,Manual,4 cilindros - SPPEDS-6 velocidades - VALVES-0 válvulas,Sedán,172218 km
127,"249,900",Volkswagen,Vento,2019,Azul,Gasolina,4,Manual,1.6,Sedán,25000 km
128,"289,000",Volkswagen,Vento,2020,Plateado,Gasolina,4,Automática,1.6,Sedán,15292 km
129,"239,000",Volkswagen,Vento,2020,Plateado,Gasolina,4,Automática,4 cilindros - 6 velocidades - 4 válvulas,Sedán,43452 km
130,"237,000",Volkswagen,Vento,2020,Blanco,Gasolina,4,Automática,4 cilindros - SPPEDS-6 velocidades - VALVES-4 válvulas,Sedán,74133 km
131,"229,000",Volkswagen,Vento,2019,Rojo,Gasolina,4,Manual,1.6,Sedán,40341 km
132,"199,000",Volkswagen,Vento,2018,PLATA,Gasolina,4,Manual,1.6 L,Sedán,105061 km
133,"224,900",Volkswagen,Vento,2017,Plateado,Gasolina,4,Automática,1.6,Sedán,32846 km
134,"295,000",Volkswagen,Vento,2021,Blanco,Gasolina,4,Automática,1.6,Sedán,19600 km
135,"235,000",Volkswagen,Vento,2020,Gris,Gasolina,4,Manual,4 cilindros - 5 velocidades - 104 hp - 4 válvulas,Sedán,34225 km
136,"225,000",Volkswagen,Vento,2018,Plateado,Gasolina,4,Manual,4 cilindros - 5 velocidades - 104 hp - 4 válvulas,Sedán,87000 km
137,"217,000",Volkswagen,Vento,2018,Plateado,Gasolina,4,Automática,4 cilindros - 6 velocidades - 104 hp - 4 válvulas,Sedán,94498 km
138,"249,900",Volkswagen,Vento,2019,Gasolina,4,Automática,1.6,Sedán,35000 km,
139,"215,000",Volkswagen,Vento,2018,Blanco,Gasolina,4,Manual,4 cilindros - 5 velocidades - 104 hp - 4 válvulas,Sedán,40378 km
140,"238,000",Volkswagen,Vento,2019,Plateado,Gasolina,4,Manual,4 cilindros - 5 velocidades - 104 hp - 4 válvulas,Sedán,34671 km
141,"218,000",Volkswagen,Vento,2019,Blanco,Gasolina,4,Manual,4 cilindros - 5 velocidades - 104 hp - 4 válvulas,Sedán,40378 km
142,"249,000",Volkswagen,Vento,2019,Gris,Gasolina,4,Automática,4 cilindros - 6 velocidades - 4 válvulas,Sedán,33139 km
143,"209,000",Volkswagen,Vento,2017,Azul,Gasolina,4,Manual,4 cilindros - 5 velocidades - 104 hp - 4 válvulas,Sedán,73500 km
144,"223,000",Chevrolet,Aveo,2020,Azul,Gasolina,4,Manual,1.6,Sedán,22106 km
145,"146,000",Chevrolet,Aveo,2015,Blanco,Gasolina,4,Automática,1.6,Sedán,76719 km
146,"235,000",Chevrolet,Aveo,2020,Plateado,Gasolina,4,Manual,1.6,Sedán,38707 km
147,"221,000",Chevrolet,Aveo,2020,Blanco,Gasolina,4,Automática,1.6,Sedán,27198 km
148,"252,000",Chevrolet,Aveo,2019,Azul marino,Gasolina,4,Automática,1.6,Sedán,60000 km
149,"229,000",Chevrolet,Aveo,2020,Café,Gasolina,4,Automática,1.6,Sedán,75780 km
150,"179,000",Chevrolet,Aveo,2018,Blanco,Gasolina,4,Automática,1.6,Sedán,56609 km
151,"199,000",Chevrolet,Aveo,2018,Dorado,Gasolina,4,Automática,1.6,Sedán,65000 km
152,"185,000",Chevrolet,Aveo,2018,Negro,Gasolina,4,Automática,1.6,Sedán,45000 km
153,"225,000",Chevrolet,Aveo,2020,Blanco,Gasolina,4,Manual,1.6,Sedán,21435 km
154,"242,000",Chevrolet,Aveo,2020,Gris,Gasolina,4,Automática,1.6,Sedán,36000 km
155,"239,000",Chevrolet,Aveo,2021,Negro,Gasolina,4,Manual,1.6,Sedán,37840 km
156,"165,000",Chevrolet,Aveo,2015,Rojo,Gasolina,4,Manual,1.6,Sedán,62877 km
157,"255,000",Chevrolet,Aveo,2020,Terracota,Gasolina,4,Manual,1.6,Sedán,25252 km
158,"227,000",Chevrolet,Aveo,2020,Rojo Cobrizo,Gasolina,4,Manual,1.6,Sedán,88289 km
159,"227,000",Chevrolet,Aveo,2020,Rojo Cobrizo,Gasolina,4,Manual,1.6,Sedán,82740 km
160,"199,000",Chevrolet,Aveo,2019,Plateado,Gasolina,4,Automática,1.6,Sedán,47480 km
161,"210,000",Chevrolet,Aveo,2018,Caqui,Gasolina,4,Manual,1.6,Sedán,49124 km
162,"201,000",Chevrolet,Aveo,2020,Blanco,Gasolina,4,Automática,1.6,Sedán,74981 km
163,"207,000",Chevrolet,Aveo,2020,Blanco,Gasolina,4,Manual,1.6,Sedán,43495 km
164,"218,000",Chevrolet,Aveo,2020,Plateado,Gasolina,4,Automática,1.6,Sedán,48898 km
165,"202,000",Chevrolet,Aveo,2020,Rojo Cobrizo,Gasolina,4,Automática,1.6,Sedán,68001 km
166,"239,000",Chevrolet,Aveo,2020,Plateado,Gasolina,4,Automática,1.6,Sedán,110286 km
167,"235,000",Chevrolet,Aveo,2020,Plateado,Gasolina,4,Manual,1.6,Sedán,66011 km
168,"235,000",Chevrolet,Aveo,2020,Rojo,Gasolina,4,Manual,1.6,Sedán,66713 km
169,"163,000",Chevrolet,Aveo,2017,Negro,Gasolina,4,Automática,1.6,Sedán,87141 km
170,"255,000",Chevrolet,Aveo,2021,Gris,Gasolina,4,Manual,1.6,Sedán,41287 km
171,"250,000",Chevrolet,Aveo,2022,Blanco,Gasolina,4,Automática,1.6,Sedán,15547 km
172,"220,000",Chevrolet,Aveo,2020,Rojo,Gasolina,4,Manual,1.6,Sedán,50249 km
173,"245,000",Chevrolet,Aveo,2021,Ocre,Gasolina,4,Manual,1.6,Sedán,23613 km
174,"225,000",Chevrolet,Aveo,2020,Azul marino,Gasolina,4,Manual,1.6,Sedán,68498 km
175,"255,000",Chevrolet,Aveo,2021,Gris,Gasolina,4,Automática,1.6,Sedán,16020 km
176,"235,000",Chevrolet,Aveo,2020,Gris,Gasolina,4,Manual,1.6,Sedán,69214 km
177,"250,000",Chevrolet,Aveo,2022,Beige,Gasolina,4,Manual,1.6,Sedán,24651 km
178,"168,000",Chevrolet,Aveo,2017,Blanco,Gasolina,4,Manual,1.6,Sedán,96567 km
179,"180,000",Chevrolet,Aveo,2018,Blanco,Gasolina,4,Manual,1.6,Sedán,78678 km
180,"204,000",Chevrolet,Aveo,2018,Blanco,Gasolina,4,Manual,1.6,Sedán,74634 km
181,"158,900",Chevrolet,Aveo,2017,Rojo,Gasolina,4,Manual,1.6,Sedán,54254 km
182,"235,000",Chevrolet,Aveo,2021,Negro,Gasolina,4,Manual,1.6,Sedán,35918 km
183,"240,000",Chevrolet,Aveo,2021,Gris,Gasolina,4,Manual,1.6,Sedán,31127 km
184,"235,000",Chevrolet,Aveo,2019,Blanco,Gasolina,4,Manual,1.6,Sedán,88647 km
185,"227,000",Chevrolet,Aveo,2020,Café,Gasolina,4,Manual,1.6,Sedán,87038 km
186,"185,000",Chevrolet,Aveo,2018,Azul acero,Gasolina,4,Manual,1.6,Sedán,129700 km
187,"205,000",Chevrolet,Aveo,2020,Blanco,Gasolina,4,Manual,1.6,Sedán,29000 km
188,"195,000",Chevrolet,Aveo,2018,Plateado,Gasolina,4,Manual,1.6,Sedán,39000 km
189,"180,000",Chevrolet,Aveo,2018,Rojo Cobrizo,Gasolina,4,Manual,1.6,Sedán,108155 km
190,"184,000",Chevrolet,Aveo,2018,Gris,Gasolina,4,Manual,1.6,Sedán,41000 km
191,"169,000",Chevrolet,Aveo,2016,Plateado,Gasolina,4,Manual,4,Sedán,80257 km
192,"278,000",Nissan,Sentra,2019,Rojo,Gasolina,4,Automática,1.8,Sedán,29595 km
193,"239,000",Nissan,Sentra,2017,Azul,Gasolina,4,Automática,1.8,Sedán,107646 km
194,"459,000",Nissan,Sentra,2021,Blanco,Gasolina,4,Automática,2.0,Sedán,27620 km
195,"290,000",Nissan,Sentra,2017,Azul,Gasolina,4,Automática,1.8,Sedán,37000 km
196,"268,000",Nissan,Sentra,2018,Rojo,Gasolina,4,Automática,1.8,Sedán,45044 km
197,"189,000",Nissan,Sentra,2015,Blanco,Gasolina,4,Automática,1.8,Sedán,77743 km
198,"285,000",Nissan,Sentra,2017,Gris,Gasolina,4,Automática,1.8,Sedán,85812 km
199,"295,000",Nissan,Sentra,2018,Azul,Gasolina,4,Manual,1.8,Sedán,24242 km
200,"440,000",Nissan,Sentra,2020,Naranja,Gasolina,4,Automática,2.0,Sedán,16905 km
201,"338,000",Nissan,Sentra,2018,Blanco,Gasolina,4,Automática,1.8,Sedán,36549 km
202,"195,000",Nissan,Sentra,2016,Blanco,Gasolina,4,Manual,1.8,Sedán,62200 km
203,"290,000",Nissan,Sentra,2019,Café,Gasolina,4,Automática,1.8,Sedán,51000 km
204,"268,000",Nissan,Sentra,2018,Plateado,Gasolina,4,Automática,1.8,Sedán,90606 km
205,"226,000",Nissan,Sentra,2016,Blanco,Gasolina,4,Manual,1.8,Sedán,112899 km
206,"300,000",Nissan,Sentra,2017,Blanco,Gasolina,4,Automática,1.8,Sedán,48734 km
207,"175,000",Nissan,Sentra,2014,Gris oscuro,Gasolina,4,Automática,1.8,Sedán,100568 km
208,"259,900",Nissan,Sentra,2018,Plateado,Gasolina,4,Automática,1.8,Sedán,49000 km
209,"249,900",Nissan,Sentra,2017,Blanco,Gasolina,4,Automática,1.8,Sedán,80000 km
210,"184,500",Nissan,Sentra,2016,Negro,Gasolina,4,Automática,1.8,Sedán,88000 km
211,"245,000",Nissan,Sentra,2017,Negro,Gasolina,4,Manual,4 cilindros - 6 velocidades - 129 hp - 4 válvulas,Sedán,52155 km
212,"299,900",Nissan,Sentra,2019,Negro,Gasolina,4,Manual,1.8,Sedán,60698 km
213,"270,000",Nissan,Sentra,2017,Azul,Gasolina,4,Automática,4 cilindros - 129 hp - 4 válvulas,Sedán,45007 km
214,"265,000",Nissan,Sentra,2018,Plateado,Gasolina,4,Manual,4 cilindros - 6 velocidades - 129 hp - 4 válvulas,Sedán,51856 km
215,"255,000",Nissan,Sentra,2018,BLANCO PERLADO,Gasolina,4,Automática,1.6L,Sedán,78000 km
216,"259,000",Nissan,Sentra,2018,Blanco,Gasolina,4,Manual,1.8,Sedán,49470 km
217,"329,000",Nissan,Sentra,2020,Azul,Gasolina,4,Manual,4 cilindros - 6 velocidades - 145 hp - 4 válvulas,Sedán,12763 km
218,"289,000",Nissan,Sentra,2018,Azul,Gasolina,4,Manual,1.8,Sedán,8139 km
219,"295,900",Nissan,Sentra,2019,Negro,Gasolina,4,Manual,1.8,Sedán,36250 km
220,"251,900",Nissan,Sentra,2017,Blanco,Gasolina,4,Manual,1.8,Sedán,63724 km
221,"245,000",Nissan,Sentra,2018,Azul,Gasolina,4,Automática,1.8,Sedán,97253 km
222,"220,000",Nissan,Sentra,2017,Blanco,Gasolina,4,Manual,4 cilindros - 6 velocidades - 129 hp - 4 válvulas,Sedán,130000 km
223,"429,000",Nissan,Sentra,2020,Gris,Gasolina,4,Manual,4 cilindros - 6 velocidades - 145 hp - 4 válvulas,Sedán,5430 km
224,"258,000",Nissan,Sentra,2019,Blanco,Gasolina,4,Automática,1.8,Sedán,54988 km
225,"279,900",Nissan,Sentra,2017,Gris,Gasolina,4,Automática,1.8,Sedán,58283 km
226,"339,000",Nissan,Sentra,2021,Plateado,Gasolina,3,Manual,145 hp -,Sedán,16870 km
227,"275,000",Nissan,Sentra,2018,Plateado,Gasolina,4,Automática,4 cilindros - 129 hp - 4 válvulas,Sedán,73969 km
228,"210,000",Nissan,Sentra,2017,Gasolina,4,Manual,1.8,Sedán,65400 km,
229,"307,000",Nissan,Sentra,2017,Gris,Gasolina,4,Manual,4 cilindros - 6 velocidades - 188 hp - 4 válvulas,Sedán,82800 km
230,"278,000",Nissan,Sentra,2019,Rojo,Gasolina,4,Automática,1.8,Sedán,29742 km
231,"390,000",Nissan,Sentra,2019,Blanco,Gasolina,4,Automática,4 cilindros - SPPEDS-0 velocidades - 4 válvulas,Sedán,26628 km
232,"189,500",Nissan,Sentra,2017,Rojo,Gasolina,4,Manual,1.8,Sedán,72000 km
233,"199,000",Nissan,Sentra,2016,Azul,Gasolina,4,Manual,1.8L,Sedán,87190 km
234,"209,900",Nissan,Sentra,2016,Plateado,Gasolina,4,Manual,1.8,Sedán,80000 km
235,"429,000",Nissan,Sentra,2020,Naranja,Gasolina,4,Automática,1.8,Sedán,28500 km
236,"255,000",Nissan,Sentra,2017,Negro,Gasolina,4,Manual,4 cilindros - 6 velocidades - 129 hp - 4 válvulas,Sedán,87726 km
237,"289,000",Nissan,Sentra,2019,Azul,Gasolina,4,Manual,4 cilindros - 6 velocidades - 129 hp - 4 válvulas,Sedán,8675 km
238,"259,000",Nissan,Sentra,2017,AZUL ORION,Gasolina,4,Automática,1.8 Lt,Sedán,78809 km
239,"279,000",Nissan,Sentra,2019,Rojo,Gasolina,4,Manual,4 cilindros - 6 velocidades - 129 hp - 4 válvulas,Sedán,42400 km
240,"420,000",Jeep,Grand Cherokee,2014,Gris,Gasolina,5,Automática,3.6,SUV,70339 km
241,"765,000",Jeep,Grand Cherokee,2019,Plateado,Gasolina,5,Automática,5.7,SUV,55089 km
242,"420,000",Jeep,Grand Cherokee,2015,Granito,Gasolina,5,Automática,5.7,SUV,80049 km
243,"409,000",Jeep,Grand Cherokee,2015,Granito,Gasolina,5,Automática,3.6,SUV,112242 km
244,"650,000",Jeep,Grand Cherokee,2017,Plateado,Gasolina,5,Automática,5.7,SUV,62424 km
